Fecha,medio,Valor
14/01/2024,Metro de Madrid,1057265
14/01/2024,EMT,597096
14/01/2024,Conc. por carretera,320301
14/01/2024,Renfe Cercanías,260114
15/01/2024,Metro de Madrid,2101543
15/01/2024,EMT,1545203
15/01/2024,Conc. por carretera,973715
15/01/2024,Renfe Cercanías,580456
16/01/2024,Metro de Madrid,2187259
16/01/2024,EMT,1610256
16/01/2024,Conc. por carretera,1012195
16/01/2024,Renfe Cercanías,602735
17/01/2024,Metro de Madrid,2224445
17/01/2024,EMT,1603140
17/01/2024,Conc. por carretera,997934
17/01/2024,Renfe Cercanías,599234
18/01/2024,Metro de Madrid,2289609
18/01/2024,EMT,1629429
18/01/2024,Conc. por carretera,1020808
18/01/2024,Renfe Cercanías,626258
19/01/2024,Metro de Madrid,2271856
19/01/2024,EMT,1485971
19/01/2024,Conc. por carretera,971945
19/01/2024,Renfe Cercanías,582485
20/01/2024,Metro de Madrid,1614987
20/01/2024,EMT,937610
20/01/2024,Conc. por carretera,524884
20/01/2024,Renfe Cercanías,401210
21/01/2024,Metro de Madrid,1207860
21/01/2024,EMT,669194
21/01/2024,Conc. por carretera,357239
21/01/2024,Renfe Cercanías,308614
22/01/2024,Metro de Madrid,2172729
22/01/2024,EMT,1604781
22/01/2024,Conc. por carretera,1020001
22/01/2024,Renfe Cercanías,609565
23/01/2024,Metro de Madrid,2269893
23/01/2024,EMT,1660983
23/01/2024,Conc. por carretera,1049416
23/01/2024,Renfe Cercanías,628952
24/01/2024,Metro de Madrid,2330282
24/01/2024,EMT,1681945
24/01/2024,Conc. por carretera,1053036
24/01/2024,Renfe Cercanías,634763
25/01/2024,Metro de Madrid,2397125
25/01/2024,EMT,1680897
25/01/2024,Conc. por carretera,1061467
25/01/2024,Renfe Cercanías,635604
26/01/2024,Metro de Madrid,2362298
26/01/2024,EMT,1647459
26/01/2024,Conc. por carretera,1059116
26/01/2024,Renfe Cercanías,627879
27/01/2024,Metro de Madrid,1673097
27/01/2024,EMT,952681
27/01/2024,Conc. por carretera,541778
27/01/2024,Renfe Cercanías,411846
28/01/2024,Metro de Madrid,1303618
28/01/2024,EMT,697646
28/01/2024,Conc. por carretera,375381
28/01/2024,Renfe Cercanías,329984
29/01/2024,Metro de Madrid,2174623
29/01/2024,EMT,1630276
29/01/2024,Conc. por carretera,1025598
29/01/2024,Renfe Cercanías,599846
30/01/2024,Metro de Madrid,2326674
30/01/2024,EMT,1701430
30/01/2024,Conc. por carretera,1077437
30/01/2024,Renfe Cercanías,654309
31/01/2024,Metro de Madrid,2386285
31/01/2024,EMT,1709633
31/01/2024,Conc. por carretera,1084423
31/01/2024,Renfe Cercanías,658591
01/02/2024,Metro de Madrid,2373673
01/02/2024,EMT,1725229
01/02/2024,Conc. por carretera,1093245
01/02/2024,Renfe Cercanías,631506
02/02/2024,Metro de Madrid,2435442
02/02/2024,EMT,1709744
02/02/2024,Conc. por carretera,1103141
02/02/2024,Renfe Cercanías,656405
03/02/2024,Metro de Madrid,1660742
03/02/2024,EMT,969893
03/02/2024,Conc. por carretera,551822
03/02/2024,Renfe Cercanías,408057
04/02/2024,Metro de Madrid,1300212
04/02/2024,EMT,711032
04/02/2024,Conc. por carretera,378592
04/02/2024,Renfe Cercanías,327972
05/02/2024,Metro de Madrid,2257736
05/02/2024,EMT,1668919
05/02/2024,Conc. por carretera,1073031
05/02/2024,Renfe Cercanías,639478
06/02/2024,Metro de Madrid,2355884
06/02/2024,EMT,1728623
06/02/2024,Conc. por carretera,1096956
06/02/2024,Renfe Cercanías,670140
07/02/2024,Metro de Madrid,2433945
07/02/2024,EMT,1711031
07/02/2024,Conc. por carretera,1096443
07/02/2024,Renfe Cercanías,675134
08/02/2024,Metro de Madrid,2382098
08/02/2024,EMT,1691100
08/02/2024,Conc. por carretera,1071093
08/02/2024,Renfe Cercanías,654142
09/02/2024,Metro de Madrid,2401728
09/02/2024,EMT,1601080
09/02/2024,Conc. por carretera,1059727
09/02/2024,Renfe Cercanías,537163
10/02/2024,Metro de Madrid,1714898
10/02/2024,EMT,928839
10/02/2024,Conc. por carretera,517195
10/02/2024,Renfe Cercanías,394349
11/02/2024,Metro de Madrid,1227914
11/02/2024,EMT,624212
11/02/2024,Conc. por carretera,336844
11/02/2024,Renfe Cercanías,293253
12/02/2024,Metro de Madrid,2284405
12/02/2024,EMT,1660136
12/02/2024,Conc. por carretera,1066982
12/02/2024,Renfe Cercanías,638722
13/02/2024,Metro de Madrid,2365280
13/02/2024,EMT,1713982
13/02/2024,Conc. por carretera,1099252
13/02/2024,Renfe Cercanías,607005
14/02/2024,Metro de Madrid,2478822
14/02/2024,EMT,1761345
14/02/2024,Conc. por carretera,1125530
14/02/2024,Renfe Cercanías,670576
15/02/2024,Metro de Madrid,2367001
15/02/2024,EMT,1665498
15/02/2024,Conc. por carretera,1068388
15/02/2024,Renfe Cercanías,646450
16/02/2024,Metro de Madrid,2454254
16/02/2024,EMT,1696667
16/02/2024,Conc. por carretera,1111176
16/02/2024,Renfe Cercanías,646032
17/02/2024,Metro de Madrid,1718986
17/02/2024,EMT,966268
17/02/2024,Conc. por carretera,549189
17/02/2024,Renfe Cercanías,304250
18/02/2024,Metro de Madrid,1251239
18/02/2024,EMT,689863
18/02/2024,Conc. por carretera,368603
18/02/2024,Renfe Cercanías,327327
19/02/2024,Metro de Madrid,2259006
19/02/2024,EMT,1671773
19/02/2024,Conc. por carretera,1076548
19/02/2024,Renfe Cercanías,641821
20/02/2024,Metro de Madrid,2362038
20/02/2024,EMT,1725149
20/02/2024,Conc. por carretera,1108242
20/02/2024,Renfe Cercanías,668333
21/02/2024,Metro de Madrid,2516156
21/02/2024,EMT,1627333
21/02/2024,Conc. por carretera,1122411
21/02/2024,Renfe Cercanías,703712
22/02/2024,Metro de Madrid,2274780
22/02/2024,EMT,1502114
22/02/2024,Conc. por carretera,962591
22/02/2024,Renfe Cercanías,627152
23/02/2024,Metro de Madrid,2239583
23/02/2024,EMT,1424602
23/02/2024,Conc. por carretera,915738
23/02/2024,Renfe Cercanías,591679
24/02/2024,Metro de Madrid,1598474
24/02/2024,EMT,889461
24/02/2024,Conc. por carretera,508551
24/02/2024,Renfe Cercanías,363580
25/02/2024,Metro de Madrid,1215188
25/02/2024,EMT,624872
25/02/2024,Conc. por carretera,330918
25/02/2024,Renfe Cercanías,295155
26/02/2024,Metro de Madrid,2301552
26/02/2024,EMT,1606472
26/02/2024,Conc. por carretera,1054780
26/02/2024,Renfe Cercanías,558632
27/02/2024,Metro de Madrid,2379233
27/02/2024,EMT,1716368
27/02/2024,Conc. por carretera,1088079
27/02/2024,Renfe Cercanías,660095
28/02/2024,Metro de Madrid,2413834
28/02/2024,EMT,1731251
28/02/2024,Conc. por carretera,1097630
28/02/2024,Renfe Cercanías,653198
29/02/2024,Metro de Madrid,2443681
29/02/2024,EMT,1730897
29/02/2024,Conc. por carretera,1105455
29/02/2024,Renfe Cercanías,652785
01/03/2024,Metro de Madrid,2499376
01/03/2024,EMT,1713859
01/03/2024,Conc. por carretera,1121946
01/03/2024,Renfe Cercanías,658324
02/03/2024,Metro de Madrid,1529535
02/03/2024,EMT,807556
02/03/2024,Conc. por carretera,462144
02/03/2024,Renfe Cercanías,345090
03/03/2024,Metro de Madrid,1268313
03/03/2024,EMT,651217
03/03/2024,Conc. por carretera,360561
03/03/2024,Renfe Cercanías,308688
04/03/2024,Metro de Madrid,2267824
04/03/2024,EMT,1656955
04/03/2024,Conc. por carretera,1069200
04/03/2024,Renfe Cercanías,633091
05/03/2024,Metro de Madrid,2385148
05/03/2024,EMT,1737726
05/03/2024,Conc. por carretera,1114211
05/03/2024,Renfe Cercanías,665838
06/03/2024,Metro de Madrid,2474988
06/03/2024,EMT,1739542
06/03/2024,Conc. por carretera,1119643
06/03/2024,Renfe Cercanías,677471
07/03/2024,Metro de Madrid,2416643
07/03/2024,EMT,1677958
07/03/2024,Conc. por carretera,1070731
07/03/2024,Renfe Cercanías,648038
08/03/2024,Metro de Madrid,2503358
08/03/2024,EMT,1626391
08/03/2024,Conc. por carretera,1072448
08/03/2024,Renfe Cercanías,620353
09/03/2024,Metro de Madrid,1642451
09/03/2024,EMT,895802
09/03/2024,Conc. por carretera,496019
09/03/2024,Renfe Cercanías,372682
10/03/2024,Metro de Madrid,1245914
10/03/2024,EMT,657583
10/03/2024,Conc. por carretera,346682
10/03/2024,Renfe Cercanías,301931
11/03/2024,Metro de Madrid,2254217
11/03/2024,EMT,1675415
11/03/2024,Conc. por carretera,1061903
11/03/2024,Renfe Cercanías,636125
12/03/2024,Metro de Madrid,2364834
12/03/2024,EMT,1737581
12/03/2024,Conc. por carretera,1099889
12/03/2024,Renfe Cercanías,661926
13/03/2024,Metro de Madrid,2435751
13/03/2024,EMT,1746532
13/03/2024,Conc. por carretera,1108188
13/03/2024,Renfe Cercanías,668374
14/03/2024,Metro de Madrid,2405087
14/03/2024,EMT,1725959
14/03/2024,Conc. por carretera,1100357
14/03/2024,Renfe Cercanías,658423
15/03/2024,Metro de Madrid,2454398
15/03/2024,EMT,1709213
15/03/2024,Conc. por carretera,1114604
15/03/2024,Renfe Cercanías,656729
16/03/2024,Metro de Madrid,1695296
16/03/2024,EMT,966161
16/03/2024,Conc. por carretera,555201
16/03/2024,Renfe Cercanías,416219
17/03/2024,Metro de Madrid,1290522
17/03/2024,EMT,699965
17/03/2024,Conc. por carretera,379530
17/03/2024,Renfe Cercanías,326478
18/03/2024,Metro de Madrid,2251418
18/03/2024,EMT,1666060
18/03/2024,Conc. por carretera,1073048
18/03/2024,Renfe Cercanías,579751
19/03/2024,Metro de Madrid,2333536
19/03/2024,EMT,1714474
19/03/2024,Conc. por carretera,1093929
19/03/2024,Renfe Cercanías,658851
20/03/2024,Metro de Madrid,2377010
20/03/2024,EMT,1710940
20/03/2024,Conc. por carretera,1105500
20/03/2024,Renfe Cercanías,673660
21/03/2024,Metro de Madrid,2421492
21/03/2024,EMT,1722041
21/03/2024,Conc. por carretera,1127475
21/03/2024,Renfe Cercanías,664377
22/03/2024,Metro de Madrid,2192418
22/03/2024,EMT,1444418
22/03/2024,Conc. por carretera,941122
22/03/2024,Renfe Cercanías,609736
23/03/2024,Metro de Madrid,1544673
23/03/2024,EMT,891269
23/03/2024,Conc. por carretera,517421
23/03/2024,Renfe Cercanías,403433
24/03/2024,Metro de Madrid,1218172
24/03/2024,EMT,671490
24/03/2024,Conc. por carretera,383982
24/03/2024,Renfe Cercanías,312477
25/03/2024,Metro de Madrid,1723618
25/03/2024,EMT,1179785
25/03/2024,Conc. por carretera,757622
25/03/2024,Renfe Cercanías,486428
26/03/2024,Metro de Madrid,1837898
26/03/2024,EMT,1201121
26/03/2024,Conc. por carretera,758976
26/03/2024,Renfe Cercanías,493119
27/03/2024,Metro de Madrid,1681470
27/03/2024,EMT,1117381
27/03/2024,Conc. por carretera,707890
27/03/2024,Renfe Cercanías,461433
28/03/2024,Metro de Madrid,1112560
28/03/2024,EMT,612835
28/03/2024,Conc. por carretera,358249
28/03/2024,Renfe Cercanías,281708
29/03/2024,Metro de Madrid,1067683
29/03/2024,EMT,546516
29/03/2024,Conc. por carretera,307640
29/03/2024,Renfe Cercanías,244714
30/03/2024,Metro de Madrid,1187986
30/03/2024,EMT,666596
30/03/2024,Conc. por carretera,386758
30/03/2024,Renfe Cercanías,288205
31/03/2024,Metro de Madrid,1043883
31/03/2024,EMT,498544
31/03/2024,Conc. por carretera,303619
31/03/2024,Renfe Cercanías,248152
01/04/2024,Metro de Madrid,1825845
01/04/2024,EMT,1266292
01/04/2024,Conc. por carretera,770011
01/04/2024,Renfe Cercanías,494233
02/04/2024,Metro de Madrid,2275089
02/04/2024,EMT,1710780
02/04/2024,Conc. por carretera,1072521
02/04/2024,Renfe Cercanías,643061
03/04/2024,Metro de Madrid,2375060
03/04/2024,EMT,1783852
03/04/2024,Conc. por carretera,1106577
03/04/2024,Renfe Cercanías,652014
04/04/2024,Metro de Madrid,2405788
04/04/2024,EMT,1731757
04/04/2024,Conc. por carretera,1110467
04/04/2024,Renfe Cercanías,658628
05/04/2024,Metro de Madrid,2472944
05/04/2024,EMT,1722563
05/04/2024,Conc. por carretera,1131512
05/04/2024,Renfe Cercanías,656639
06/04/2024,Metro de Madrid,1703938
06/04/2024,EMT,951443
06/04/2024,Conc. por carretera,565913
06/04/2024,Renfe Cercanías,419985
07/04/2024,Metro de Madrid,1267324
07/04/2024,EMT,687377
07/04/2024,Conc. por carretera,379994
07/04/2024,Renfe Cercanías,323682
08/04/2024,Metro de Madrid,2290661
08/04/2024,EMT,1681826
08/04/2024,Conc. por carretera,1088130
08/04/2024,Renfe Cercanías,638902
09/04/2024,Metro de Madrid,2448572
09/04/2024,EMT,1746423
09/04/2024,Conc. por carretera,1123139
09/04/2024,Renfe Cercanías,669141
10/04/2024,Metro de Madrid,2470927
10/04/2024,EMT,1749892
10/04/2024,Conc. por carretera,1119158
10/04/2024,Renfe Cercanías,676334
11/04/2024,Metro de Madrid,2431426
11/04/2024,EMT,1745603
11/04/2024,Conc. por carretera,1124668
11/04/2024,Renfe Cercanías,674140
12/04/2024,Metro de Madrid,2492814
12/04/2024,EMT,1732362
12/04/2024,Conc. por carretera,1143381
12/04/2024,Renfe Cercanías,672325
13/04/2024,Metro de Madrid,1716564
13/04/2024,EMT,998108
13/04/2024,Conc. por carretera,580201
13/04/2024,Renfe Cercanías,429831
14/04/2024,Metro de Madrid,1280869
14/04/2024,EMT,721951
14/04/2024,Conc. por carretera,397598
14/04/2024,Renfe Cercanías,339992
15/04/2024,Metro de Madrid,2264789
15/04/2024,EMT,1691615
15/04/2024,Conc. por carretera,1092400
15/04/2024,Renfe Cercanías,644055
16/04/2024,Metro de Madrid,2367763
16/04/2024,EMT,1751858
16/04/2024,Conc. por carretera,1122233
16/04/2024,Renfe Cercanías,668483
17/04/2024,Metro de Madrid,2418483
17/04/2024,EMT,1746075
17/04/2024,Conc. por carretera,1130640
17/04/2024,Renfe Cercanías,671634
18/04/2024,Metro de Madrid,2420557
18/04/2024,EMT,1747568
18/04/2024,Conc. por carretera,1127099
18/04/2024,Renfe Cercanías,669088
19/04/2024,Metro de Madrid,2463068
19/04/2024,EMT,1727976
19/04/2024,Conc. por carretera,1136365
19/04/2024,Renfe Cercanías,664479
20/04/2024,Metro de Madrid,1672098
20/04/2024,EMT,981802
20/04/2024,Conc. por carretera,568836
20/04/2024,Renfe Cercanías,416956
21/04/2024,Metro de Madrid,1339580
21/04/2024,EMT,712460
21/04/2024,Conc. por carretera,389825
21/04/2024,Renfe Cercanías,340401
22/04/2024,Metro de Madrid,2311291
22/04/2024,EMT,1691268
22/04/2024,Conc. por carretera,1062253
22/04/2024,Renfe Cercanías,649533
23/04/2024,Metro de Madrid,2419797
23/04/2024,EMT,1748883
23/04/2024,Conc. por carretera,1089737
23/04/2024,Renfe Cercanías,675737
24/04/2024,Metro de Madrid,2428779
24/04/2024,EMT,1755067
24/04/2024,Conc. por carretera,1095261
24/04/2024,Renfe Cercanías,680251
25/04/2024,Metro de Madrid,2449118
25/04/2024,EMT,1746116
25/04/2024,Conc. por carretera,1095914
25/04/2024,Renfe Cercanías,623710
26/04/2024,Metro de Madrid,2489371
26/04/2024,EMT,1715650
26/04/2024,Conc. por carretera,1100747
26/04/2024,Renfe Cercanías,655525
27/04/2024,Metro de Madrid,1664249
27/04/2024,EMT,906325
27/04/2024,Conc. por carretera,494796
27/04/2024,Renfe Cercanías,378870
28/04/2024,Metro de Madrid,1422535
28/04/2024,EMT,626405
28/04/2024,Conc. por carretera,359817
28/04/2024,Renfe Cercanías,331603
29/04/2024,Metro de Madrid,2271572
29/04/2024,EMT,1675592
29/04/2024,Conc. por carretera,1046570
29/04/2024,Renfe Cercanías,517877
30/04/2024,Metro de Madrid,2401874
30/04/2024,EMT,1750232
30/04/2024,Conc. por carretera,1094354
30/04/2024,Renfe Cercanías,653717
01/05/2024,Metro de Madrid,1240630
01/05/2024,EMT,680006
01/05/2024,Conc. por carretera,383987
01/05/2024,Renfe Cercanías,207741
02/05/2024,Metro de Madrid,1305004
02/05/2024,EMT,774684
02/05/2024,Conc. por carretera,437688
02/05/2024,Renfe Cercanías,284498
03/05/2024,Metro de Madrid,1797737
03/05/2024,EMT,1269253
03/05/2024,Conc. por carretera,754757
03/05/2024,Renfe Cercanías,410190
04/05/2024,Metro de Madrid,1481907
04/05/2024,EMT,896795
04/05/2024,Conc. por carretera,498254
04/05/2024,Renfe Cercanías,326722
05/05/2024,Metro de Madrid,1155582
05/05/2024,EMT,654402
05/05/2024,Conc. por carretera,342046
05/05/2024,Renfe Cercanías,255733
06/05/2024,Metro de Madrid,2249970
06/05/2024,EMT,1679376
06/05/2024,Conc. por carretera,1030430
06/05/2024,Renfe Cercanías,594327
07/05/2024,Metro de Madrid,2370281
07/05/2024,EMT,1757708
07/05/2024,Conc. por carretera,1087873
07/05/2024,Renfe Cercanías,633524
08/05/2024,Metro de Madrid,2507173
08/05/2024,EMT,1749103
08/05/2024,Conc. por carretera,1077561
08/05/2024,Renfe Cercanías,647416
09/05/2024,Metro de Madrid,2412405
09/05/2024,EMT,1740546
09/05/2024,Conc. por carretera,1066001
09/05/2024,Renfe Cercanías,637016
10/05/2024,Metro de Madrid,2497047
10/05/2024,EMT,1751708
10/05/2024,Conc. por carretera,1100633
10/05/2024,Renfe Cercanías,646871
11/05/2024,Metro de Madrid,1711469
11/05/2024,EMT,1002310
11/05/2024,Conc. por carretera,546534
11/05/2024,Renfe Cercanías,400247
12/05/2024,Metro de Madrid,1377848
12/05/2024,EMT,714306
12/05/2024,Conc. por carretera,378951
12/05/2024,Renfe Cercanías,336276
13/05/2024,Metro de Madrid,2239453
13/05/2024,EMT,1686064
13/05/2024,Conc. por carretera,1035739
13/05/2024,Renfe Cercanías,611127
14/05/2024,Metro de Madrid,2509185
14/05/2024,EMT,1804271
14/05/2024,Conc. por carretera,1078269
14/05/2024,Renfe Cercanías,646850
15/05/2024,Metro de Madrid,1541687
15/05/2024,EMT,837600
15/05/2024,Conc. por carretera,684548
15/05/2024,Renfe Cercanías,402295
16/05/2024,Metro de Madrid,2335849
16/05/2024,EMT,1688687
16/05/2024,Conc. por carretera,1047848
16/05/2024,Renfe Cercanías,625520
17/05/2024,Metro de Madrid,2378977
17/05/2024,EMT,1654224
17/05/2024,Conc. por carretera,1060451
17/05/2024,Renfe Cercanías,627186
18/05/2024,Metro de Madrid,1633398
18/05/2024,EMT,955789
18/05/2024,Conc. por carretera,523376
18/05/2024,Renfe Cercanías,391014
19/05/2024,Metro de Madrid,1257048
19/05/2024,EMT,680675
19/05/2024,Conc. por carretera,352521
19/05/2024,Renfe Cercanías,317912
20/05/2024,Metro de Madrid,2204795
20/05/2024,EMT,1650874
20/05/2024,Conc. por carretera,1006456
20/05/2024,Renfe Cercanías,612974
21/05/2024,Metro de Madrid,2310070
21/05/2024,EMT,1657307
21/05/2024,Conc. por carretera,1019150
21/05/2024,Renfe Cercanías,633596
22/05/2024,Metro de Madrid,2342460
22/05/2024,EMT,1698454
22/05/2024,Conc. por carretera,1049922
22/05/2024,Renfe Cercanías,650819
23/05/2024,Metro de Madrid,2343460
23/05/2024,EMT,1702577
23/05/2024,Conc. por carretera,1044973
23/05/2024,Renfe Cercanías,640414
24/05/2024,Metro de Madrid,2412371
24/05/2024,EMT,1699173
24/05/2024,Conc. por carretera,1076538
24/05/2024,Renfe Cercanías,646454
25/05/2024,Metro de Madrid,1650355
25/05/2024,EMT,956786
25/05/2024,Conc. por carretera,526548
25/05/2024,Renfe Cercanías,397512
26/05/2024,Metro de Madrid,1255965
26/05/2024,EMT,676741
26/05/2024,Conc. por carretera,362977
26/05/2024,Renfe Cercanías,314377
27/05/2024,Metro de Madrid,2207912
27/05/2024,EMT,1625844
27/05/2024,Conc. por carretera,1016078
27/05/2024,Renfe Cercanías,616895
28/05/2024,Metro de Madrid,2309454
28/05/2024,EMT,1689321
28/05/2024,Conc. por carretera,1039783
28/05/2024,Renfe Cercanías,635724
29/05/2024,Metro de Madrid,2415770
29/05/2024,EMT,1703491
29/05/2024,Conc. por carretera,1047636
29/05/2024,Renfe Cercanías,647507
30/05/2024,Metro de Madrid,2437302
30/05/2024,EMT,1710719
30/05/2024,Conc. por carretera,1031146
30/05/2024,Renfe Cercanías,638014
31/05/2024,Metro de Madrid,2438101
31/05/2024,EMT,1706938
31/05/2024,Conc. por carretera,1055812
31/05/2024,Renfe Cercanías,633081
01/06/2024,Metro de Madrid,1761673
01/06/2024,EMT,988871
01/06/2024,Conc. por carretera,528879
01/06/2024,Renfe Cercanías,403179
02/06/2024,Metro de Madrid,1384050
02/06/2024,EMT,698378
02/06/2024,Conc. por carretera,379781
02/06/2024,Renfe Cercanías,345142
03/06/2024,Metro de Madrid,2182582
03/06/2024,EMT,1642125
03/06/2024,Conc. por carretera,997603
03/06/2024,Renfe Cercanías,611251
04/06/2024,Metro de Madrid,2292745
04/06/2024,EMT,1704261
04/06/2024,Conc. por carretera,1029751
04/06/2024,Renfe Cercanías,630764
05/06/2024,Metro de Madrid,2329228
05/06/2024,EMT,1711186
05/06/2024,Conc. por carretera,1032878
05/06/2024,Renfe Cercanías,640965
06/06/2024,Metro de Madrid,2351028
06/06/2024,EMT,1703852
06/06/2024,Conc. por carretera,1044076
06/06/2024,Renfe Cercanías,626922
07/06/2024,Metro de Madrid,2327222
07/06/2024,EMT,1665857
07/06/2024,Conc. por carretera,1051002
07/06/2024,Renfe Cercanías,618050
08/06/2024,Metro de Madrid,1558565
08/06/2024,EMT,898808
08/06/2024,Conc. por carretera,503485
08/06/2024,Renfe Cercanías,366541
09/06/2024,Metro de Madrid,1229869
09/06/2024,EMT,724371
09/06/2024,Conc. por carretera,388219
09/06/2024,Renfe Cercanías,317494
10/06/2024,Metro de Madrid,2113050
10/06/2024,EMT,1547249
10/06/2024,Conc. por carretera,948522
10/06/2024,Renfe Cercanías,568147
11/06/2024,Metro de Madrid,2275110
11/06/2024,EMT,1688580
11/06/2024,Conc. por carretera,1046630
11/06/2024,Renfe Cercanías,622238
12/06/2024,Metro de Madrid,2317163
12/06/2024,EMT,1670787
12/06/2024,Conc. por carretera,1033685
12/06/2024,Renfe Cercanías,627585
13/06/2024,Metro de Madrid,2317870
13/06/2024,EMT,1681419
13/06/2024,Conc. por carretera,1041646
13/06/2024,Renfe Cercanías,625815
14/06/2024,Metro de Madrid,2342229
14/06/2024,EMT,1656067
14/06/2024,Conc. por carretera,1036151
14/06/2024,Renfe Cercanías,618176
15/06/2024,Metro de Madrid,1567858
15/06/2024,EMT,958099
15/06/2024,Conc. por carretera,541595
15/06/2024,Renfe Cercanías,400737
16/06/2024,Metro de Madrid,1258871
16/06/2024,EMT,724831
16/06/2024,Conc. por carretera,397785
16/06/2024,Renfe Cercanías,324807
17/06/2024,Metro de Madrid,2173786
17/06/2024,EMT,1592974
17/06/2024,Conc. por carretera,998245
17/06/2024,Renfe Cercanías,595864
18/06/2024,Metro de Madrid,2235446
18/06/2024,EMT,1630904
18/06/2024,Conc. por carretera,1016335
18/06/2024,Renfe Cercanías,610020
19/06/2024,Metro de Madrid,2274857
19/06/2024,EMT,1641082
19/06/2024,Conc. por carretera,1036801
19/06/2024,Renfe Cercanías,628321
20/06/2024,Metro de Madrid,2243591
20/06/2024,EMT,1575272
20/06/2024,Conc. por carretera,994951
20/06/2024,Renfe Cercanías,603525
21/06/2024,Metro de Madrid,2267206
21/06/2024,EMT,1591032
21/06/2024,Conc. por carretera,1026909
21/06/2024,Renfe Cercanías,601614
22/06/2024,Metro de Madrid,1502300
22/06/2024,EMT,900508
22/06/2024,Conc. por carretera,528145
22/06/2024,Renfe Cercanías,386685
23/06/2024,Metro de Madrid,1180236
23/06/2024,EMT,692189
23/06/2024,Conc. por carretera,400009
23/06/2024,Renfe Cercanías,315048
24/06/2024,Metro de Madrid,2050048
24/06/2024,EMT,1477511
24/06/2024,Conc. por carretera,931324
24/06/2024,Renfe Cercanías,579294
25/06/2024,Metro de Madrid,2141018
25/06/2024,EMT,1521234
25/06/2024,Conc. por carretera,960413
25/06/2024,Renfe Cercanías,600232
26/06/2024,Metro de Madrid,2148922
26/06/2024,EMT,1499253
26/06/2024,Conc. por carretera,959115
26/06/2024,Renfe Cercanías,600820
27/06/2024,Metro de Madrid,2179975
27/06/2024,EMT,1509173
27/06/2024,Conc. por carretera,965772
27/06/2024,Renfe Cercanías,595316
28/06/2024,Metro de Madrid,2142570
28/06/2024,EMT,1440163
28/06/2024,Conc. por carretera,922308
28/06/2024,Renfe Cercanías,576058
29/06/2024,Metro de Madrid,1486358
29/06/2024,EMT,894834
29/06/2024,Conc. por carretera,512569
29/06/2024,Renfe Cercanías,373317
30/06/2024,Metro de Madrid,1159308
30/06/2024,EMT,684526
30/06/2024,Conc. por carretera,394113
30/06/2024,Renfe Cercanías,309648
01/07/2024,Metro de Madrid,1986631
01/07/2024,EMT,1400214
01/07/2024,Conc. por carretera,901309
01/07/2024,Renfe Cercanías,563907
02/07/2024,Metro de Madrid,2059374
02/07/2024,EMT,1449867
02/07/2024,Conc. por carretera,923255
02/07/2024,Renfe Cercanías,583222
03/07/2024,Metro de Madrid,2127213
03/07/2024,EMT,1459073
03/07/2024,Conc. por carretera,933291
03/07/2024,Renfe Cercanías,580864
04/07/2024,Metro de Madrid,2111185
04/07/2024,EMT,1412606
04/07/2024,Conc. por carretera,916223
04/07/2024,Renfe Cercanías,568633
05/07/2024,Metro de Madrid,2026540
05/07/2024,EMT,1321815
05/07/2024,Conc. por carretera,864089
05/07/2024,Renfe Cercanías,531919
06/07/2024,Metro de Madrid,1514394
06/07/2024,EMT,808946
06/07/2024,Conc. por carretera,502299
06/07/2024,Renfe Cercanías,366196
07/07/2024,Metro de Madrid,1146703
07/07/2024,EMT,653485
07/07/2024,Conc. por carretera,383002
07/07/2024,Renfe Cercanías,292611
08/07/2024,Metro de Madrid,1902097
08/07/2024,EMT,1315756
08/07/2024,Conc. por carretera,866333
08/07/2024,Renfe Cercanías,539157
09/07/2024,Metro de Madrid,1987153
09/07/2024,EMT,1345585
09/07/2024,Conc. por carretera,879059
09/07/2024,Renfe Cercanías,553216
10/07/2024,Metro de Madrid,2012635
10/07/2024,EMT,1350268
10/07/2024,Conc. por carretera,889547
10/07/2024,Renfe Cercanías,561714
11/07/2024,Metro de Madrid,1993749
11/07/2024,EMT,1339573
11/07/2024,Conc. por carretera,873753
11/07/2024,Renfe Cercanías,557391
12/07/2024,Metro de Madrid,2005031
12/07/2024,EMT,1286630
12/07/2024,Conc. por carretera,856077
12/07/2024,Renfe Cercanías,540171
13/07/2024,Metro de Madrid,1394735
13/07/2024,EMT,793733
13/07/2024,Conc. por carretera,489640
13/07/2024,Renfe Cercanías,345446
14/07/2024,Metro de Madrid,1227264
14/07/2024,EMT,623431
14/07/2024,Conc. por carretera,370979
14/07/2024,Renfe Cercanías,278178
15/07/2024,Metro de Madrid,1915321
15/07/2024,EMT,1217316
15/07/2024,Conc. por carretera,827517
15/07/2024,Renfe Cercanías,536973
16/07/2024,Metro de Madrid,1950631
16/07/2024,EMT,1290398
16/07/2024,Conc. por carretera,852095
16/07/2024,Renfe Cercanías,544377
17/07/2024,Metro de Madrid,1912679
17/07/2024,EMT,1277907
17/07/2024,Conc. por carretera,841615
17/07/2024,Renfe Cercanías,520467
18/07/2024,Metro de Madrid,1848667
18/07/2024,EMT,1235349
18/07/2024,Conc. por carretera,816626
18/07/2024,Renfe Cercanías,510755
19/07/2024,Metro de Madrid,1804462
19/07/2024,EMT,1181072
19/07/2024,Conc. por carretera,794926
19/07/2024,Renfe Cercanías,492374
20/07/2024,Metro de Madrid,1277337
20/07/2024,EMT,746478
