Fecha,medio,Valor
25/01/2025,Conc. por carretera,511584
25/01/2025,Renfe Cercanías,406679
26/01/2025,Metro de Madrid,1258843
26/01/2025,EMT,662766
26/01/2025,Conc. por carretera,343420
26/01/2025,Renfe Cercanías,313176
27/01/2025,Metro de Madrid,2290906
27/01/2025,EMT,1614697
27/01/2025,Conc. por carretera,1001793
27/01/2025,Renfe Cercanías,619902
28/01/2025,Metro de Madrid,2388789
28/01/2025,EMT,1697370
28/01/2025,Conc. por carretera,1058768
28/01/2025,Renfe Cercanías,668011
29/01/2025,Metro de Madrid,2416000
29/01/2025,EMT,1642238
29/01/2025,Conc. por carretera,1044974
29/01/2025,Renfe Cercanías,667315
30/01/2025,Metro de Madrid,2453526
30/01/2025,EMT,1716460
30/01/2025,Conc. por carretera,1066628
30/01/2025,Renfe Cercanías,682614
31/01/2025,Metro de Madrid,2490237
31/01/2025,EMT,1689526
31/01/2025,Conc. por carretera,1093580
31/01/2025,Renfe Cercanías,679503
01/02/2025,Metro de Madrid,1777499
01/02/2025,EMT,1002609
01/02/2025,Conc. por carretera,546774
01/02/2025,Renfe Cercanías,448207
02/02/2025,Metro de Madrid,1341826
02/02/2025,EMT,696601
02/02/2025,Conc. por carretera,372739
02/02/2025,Renfe Cercanías,349809
03/02/2025,Metro de Madrid,2368206
03/02/2025,EMT,1700406
03/02/2025,Conc. por carretera,1080096
03/02/2025,Renfe Cercanías,676886
04/02/2025,Metro de Madrid,2501905
04/02/2025,EMT,1775848
04/02/2025,Conc. por carretera,1113396
04/02/2025,Renfe Cercanías,723673
05/02/2025,Metro de Madrid,2515343
05/02/2025,EMT,1760816
05/02/2025,Conc. por carretera,1119145
05/02/2025,Renfe Cercanías,728279
06/02/2025,Metro de Madrid,2504956
06/02/2025,EMT,1760653
06/02/2025,Conc. por carretera,1097230
06/02/2025,Renfe Cercanías,713603
07/02/2025,Metro de Madrid,2524409
07/02/2025,EMT,1670931
07/02/2025,Conc. por carretera,1056442
07/02/2025,Renfe Cercanías,678327
08/02/2025,Metro de Madrid,1814764
08/02/2025,EMT,999526
08/02/2025,Conc. por carretera,542506
08/02/2025,Renfe Cercanías,452600
09/02/2025,Metro de Madrid,1354368
09/02/2025,EMT,722442
09/02/2025,Conc. por carretera,374697
09/02/2025,Renfe Cercanías,360803
10/02/2025,Metro de Madrid,2369823
10/02/2025,EMT,1698232
10/02/2025,Conc. por carretera,1085032
10/02/2025,Renfe Cercanías,692818
11/02/2025,Metro de Madrid,2486534
11/02/2025,EMT,1750986
11/02/2025,Conc. por carretera,1118104
11/02/2025,Renfe Cercanías,724517
12/02/2025,Metro de Madrid,2520137
12/02/2025,EMT,1751388
12/02/2025,Conc. por carretera,1116346
12/02/2025,Renfe Cercanías,731882
13/02/2025,Metro de Madrid,2542232
13/02/2025,EMT,1769963
13/02/2025,Conc. por carretera,1128938
13/02/2025,Renfe Cercanías,730913
14/02/2025,Metro de Madrid,2665495
14/02/2025,EMT,1777194
14/02/2025,Conc. por carretera,1151744
14/02/2025,Renfe Cercanías,735660
15/02/2025,Metro de Madrid,1789483
15/02/2025,EMT,992528
15/02/2025,Conc. por carretera,543496
15/02/2025,Renfe Cercanías,454663
16/02/2025,Metro de Madrid,1311854
16/02/2025,EMT,726493
16/02/2025,Conc. por carretera,378997
16/02/2025,Renfe Cercanías,359800
17/02/2025,Metro de Madrid,2385588
17/02/2025,EMT,1694759
17/02/2025,Conc. por carretera,1082769
17/02/2025,Renfe Cercanías,701439
18/02/2025,Metro de Madrid,2489173
18/02/2025,EMT,1756811
18/02/2025,Conc. por carretera,1114816
18/02/2025,Renfe Cercanías,730355
19/02/2025,Metro de Madrid,2565802
19/02/2025,EMT,1756016
19/02/2025,Conc. por carretera,1101987
19/02/2025,Renfe Cercanías,738681
20/02/2025,Metro de Madrid,2512651
20/02/2025,EMT,1752077
20/02/2025,Conc. por carretera,1114588
20/02/2025,Renfe Cercanías,725034
21/02/2025,Metro de Madrid,2561750
21/02/2025,EMT,1739830
21/02/2025,Conc. por carretera,1121880
21/02/2025,Renfe Cercanías,714378
22/02/2025,Metro de Madrid,1752996
22/02/2025,EMT,981858
22/02/2025,Conc. por carretera,539788
22/02/2025,Renfe Cercanías,450779
23/02/2025,Metro de Madrid,1376352
23/02/2025,EMT,732600
23/02/2025,Conc. por carretera,374662
23/02/2025,Renfe Cercanías,375604
24/02/2025,Metro de Madrid,2375503
24/02/2025,EMT,1702193
24/02/2025,Conc. por carretera,1088834
24/02/2025,Renfe Cercanías,699280
25/02/2025,Metro de Madrid,2478005
25/02/2025,EMT,1753679
25/02/2025,Conc. por carretera,1116073
25/02/2025,Renfe Cercanías,722886
26/02/2025,Metro de Madrid,2519938
26/02/2025,EMT,1764948
26/02/2025,Conc. por carretera,1125351
26/02/2025,Renfe Cercanías,727857
27/02/2025,Metro de Madrid,2560004
27/02/2025,EMT,1753584
27/02/2025,Conc. por carretera,1143848
27/02/2025,Renfe Cercanías,719927
28/02/2025,Metro de Madrid,2420195
28/02/2025,EMT,1541562
28/02/2025,Conc. por carretera,975425
28/02/2025,Renfe Cercanías,644826
01/03/2025,Metro de Madrid,1726380
01/03/2025,EMT,896386
01/03/2025,Conc. por carretera,497403
01/03/2025,Renfe Cercanías,379923
02/03/2025,Metro de Madrid,1211462
02/03/2025,EMT,589460
02/03/2025,Conc. por carretera,324851
02/03/2025,Renfe Cercanías,279107
03/03/2025,Metro de Madrid,2168686
03/03/2025,EMT,1410288
03/03/2025,Conc. por carretera,869891
03/03/2025,Renfe Cercanías,586911
04/03/2025,Metro de Madrid,2521330
04/03/2025,EMT,1714190
04/03/2025,Conc. por carretera,1083931
04/03/2025,Renfe Cercanías,705462
05/03/2025,Metro de Madrid,2497331
05/03/2025,EMT,1732869
05/03/2025,Conc. por carretera,1092102
05/03/2025,Renfe Cercanías,707832
06/03/2025,Metro de Madrid,2519188
06/03/2025,EMT,1702024
06/03/2025,Conc. por carretera,1076057
06/03/2025,Renfe Cercanías,698679
07/03/2025,Metro de Madrid,2528792
07/03/2025,EMT,1650593
07/03/2025,Conc. por carretera,1062469
07/03/2025,Renfe Cercanías,677845
08/03/2025,Metro de Madrid,1630859
08/03/2025,EMT,835487
08/03/2025,Conc. por carretera,454066
08/03/2025,Renfe Cercanías,378495
09/03/2025,Metro de Madrid,1266220
09/03/2025,EMT,665668
09/03/2025,Conc. por carretera,340171
09/03/2025,Renfe Cercanías,313362
10/03/2025,Metro de Madrid,2378873
10/03/2025,EMT,1700290
10/03/2025,Conc. por carretera,1061625
10/03/2025,Renfe Cercanías,676964
11/03/2025,Metro de Madrid,2453830
11/03/2025,EMT,1704126
11/03/2025,Conc. por carretera,1059416
11/03/2025,Renfe Cercanías,689967
12/03/2025,Metro de Madrid,2579714
12/03/2025,EMT,1781102
12/03/2025,Conc. por carretera,1107859
12/03/2025,Renfe Cercanías,718520
13/03/2025,Metro de Madrid,2512139
13/03/2025,EMT,1732138
13/03/2025,Conc. por carretera,1086853
13/03/2025,Renfe Cercanías,698072
14/03/2025,Metro de Madrid,2550569
14/03/2025,EMT,1717277
14/03/2025,Conc. por carretera,1104484
14/03/2025,Renfe Cercanías,700466
15/03/2025,Metro de Madrid,1736626
15/03/2025,EMT,963675
15/03/2025,Conc. por carretera,539088
15/03/2025,Renfe Cercanías,441908
16/03/2025,Metro de Madrid,1284534
16/03/2025,EMT,658903
16/03/2025,Conc. por carretera,344014
16/03/2025,Renfe Cercanías,319177
17/03/2025,Metro de Madrid,2345651
17/03/2025,EMT,1656620
17/03/2025,Conc. por carretera,1049270
17/03/2025,Renfe Cercanías,639587
18/03/2025,Metro de Madrid,2443828
18/03/2025,EMT,1668461
18/03/2025,Conc. por carretera,1046548
18/03/2025,Renfe Cercanías,682508
19/03/2025,Metro de Madrid,2491746
19/03/2025,EMT,1778686
19/03/2025,Conc. por carretera,1092644
19/03/2025,Renfe Cercanías,713230
20/03/2025,Metro de Madrid,2475683
20/03/2025,EMT,1706078
20/03/2025,Conc. por carretera,1071934
20/03/2025,Renfe Cercanías,699780
21/03/2025,Metro de Madrid,2316454
21/03/2025,EMT,1582574
21/03/2025,Conc. por carretera,977094
21/03/2025,Renfe Cercanías,626190
22/03/2025,Metro de Madrid,1616121
22/03/2025,EMT,904144
22/03/2025,Conc. por carretera,484890
22/03/2025,Renfe Cercanías,387566
23/03/2025,Metro de Madrid,1289791
23/03/2025,EMT,712578
23/03/2025,Conc. por carretera,364029
23/03/2025,Renfe Cercanías,340682
24/03/2025,Metro de Madrid,2368077
24/03/2025,EMT,1702933
24/03/2025,Conc. por carretera,1076238
24/03/2025,Renfe Cercanías,689471
25/03/2025,Metro de Madrid,2490710
25/03/2025,EMT,1786041
25/03/2025,Conc. por carretera,1118409
25/03/2025,Renfe Cercanías,726146
26/03/2025,Metro de Madrid,2530348
26/03/2025,EMT,1782753
26/03/2025,Conc. por carretera,1120036
26/03/2025,Renfe Cercanías,728109
27/03/2025,Metro de Madrid,2553947
27/03/2025,EMT,1776339
27/03/2025,Conc. por carretera,1124645
27/03/2025,Renfe Cercanías,730477
28/03/2025,Metro de Madrid,2603040
28/03/2025,EMT,1757464
28/03/2025,Conc. por carretera,1129778
28/03/2025,Renfe Cercanías,725615
29/03/2025,Metro de Madrid,1846075
29/03/2025,EMT,1017115
29/03/2025,Conc. por carretera,572839
29/03/2025,Renfe Cercanías,476311
30/03/2025,Metro de Madrid,1375377
30/03/2025,EMT,727172
30/03/2025,Conc. por carretera,392432
30/03/2025,Renfe Cercanías,376837
31/03/2025,Metro de Madrid,2393200
31/03/2025,EMT,1725541
31/03/2025,Conc. por carretera,1084258
31/03/2025,Renfe Cercanías,671220
01/04/2025,Metro de Madrid,2549037
01/04/2025,EMT,1772422
01/04/2025,Conc. por carretera,1123914
01/04/2025,Renfe Cercanías,723145
02/04/2025,Metro de Madrid,2555974
02/04/2025,EMT,1767996
02/04/2025,Conc. por carretera,1117600
02/04/2025,Renfe Cercanías,725496
03/04/2025,Metro de Madrid,2511893
03/04/2025,EMT,1668358
03/04/2025,Conc. por carretera,1050866
03/04/2025,Renfe Cercanías,688373
04/04/2025,Metro de Madrid,2586125
04/04/2025,EMT,1707453
04/04/2025,Conc. por carretera,1094736
04/04/2025,Renfe Cercanías,702017
05/04/2025,Metro de Madrid,1859045
05/04/2025,EMT,1000804
05/04/2025,Conc. por carretera,560715
05/04/2025,Renfe Cercanías,468057
06/04/2025,Metro de Madrid,1434927
06/04/2025,EMT,735170
06/04/2025,Conc. por carretera,394400
06/04/2025,Renfe Cercanías,379184
07/04/2025,Metro de Madrid,2447734
07/04/2025,EMT,1761712
07/04/2025,Conc. por carretera,1103664
07/04/2025,Renfe Cercanías,712217
08/04/2025,Metro de Madrid,2561604
08/04/2025,EMT,1812912
08/04/2025,Conc. por carretera,1137677
08/04/2025,Renfe Cercanías,746854
09/04/2025,Metro de Madrid,2573606
09/04/2025,EMT,1801933
09/04/2025,Conc. por carretera,1134175
09/04/2025,Renfe Cercanías,750102
10/04/2025,Metro de Madrid,2598628
10/04/2025,EMT,1805969
10/04/2025,Conc. por carretera,1166020
10/04/2025,Renfe Cercanías,748401
11/04/2025,Metro de Madrid,2256697
11/04/2025,EMT,1438564
11/04/2025,Conc. por carretera,917615
11/04/2025,Renfe Cercanías,645732
12/04/2025,Metro de Madrid,1539924
12/04/2025,EMT,893103
12/04/2025,Conc. por carretera,490722
12/04/2025,Renfe Cercanías,410664
13/04/2025,Metro de Madrid,1285849
13/04/2025,EMT,679210
13/04/2025,Conc. por carretera,375429
13/04/2025,Renfe Cercanías,341378
14/04/2025,Metro de Madrid,1926478
14/04/2025,EMT,1278819
14/04/2025,Conc. por carretera,805108
14/04/2025,Renfe Cercanías,561875
15/04/2025,Metro de Madrid,1874195
15/04/2025,EMT,1233086
15/04/2025,Conc. por carretera,769765
15/04/2025,Renfe Cercanías,543778
16/04/2025,Metro de Madrid,1898085
16/04/2025,EMT,1209319
16/04/2025,Conc. por carretera,747656
16/04/2025,Renfe Cercanías,538380
17/04/2025,Metro de Madrid,1304956
17/04/2025,EMT,715441
17/04/2025,Conc. por carretera,394754
17/04/2025,Renfe Cercanías,369414
18/04/2025,Metro de Madrid,1142837
18/04/2025,EMT,612111
18/04/2025,Conc. por carretera,332134
18/04/2025,Renfe Cercanías,303490
19/04/2025,Metro de Madrid,1293510
19/04/2025,EMT,727549
19/04/2025,Conc. por carretera,399096
19/04/2025,Renfe Cercanías,327737
20/04/2025,Metro de Madrid,1174471
20/04/2025,EMT,624807
20/04/2025,Conc. por carretera,341678
20/04/2025,Renfe Cercanías,318303
21/04/2025,Metro de Madrid,1958886
21/04/2025,EMT,1342985
21/04/2025,Conc. por carretera,791960
21/04/2025,Renfe Cercanías,561669
22/04/2025,Metro de Madrid,2437769
22/04/2025,EMT,1741429
22/04/2025,Conc. por carretera,1088928
22/04/2025,Renfe Cercanías,715200
23/04/2025,Metro de Madrid,2535393
23/04/2025,EMT,1813740
23/04/2025,Conc. por carretera,1115545
23/04/2025,Renfe Cercanías,739124
24/04/2025,Metro de Madrid,2599289
24/04/2025,EMT,1794812
24/04/2025,Conc. por carretera,1131776
24/04/2025,Renfe Cercanías,732909
25/04/2025,Metro de Madrid,2617213
25/04/2025,EMT,1773188
25/04/2025,Conc. por carretera,1139190
25/04/2025,Renfe Cercanías,719581
26/04/2025,Metro de Madrid,1825078
26/04/2025,EMT,993695
26/04/2025,Conc. por carretera,552951
26/04/2025,Renfe Cercanías,458627
27/04/2025,Metro de Madrid,1532423
27/04/2025,EMT,665966
27/04/2025,Conc. por carretera,383544
27/04/2025,Renfe Cercanías,380399
28/04/2025,Metro de Madrid,936489
28/04/2025,EMT,1872537
28/04/2025,Conc. por carretera,954367
28/04/2025,Renfe Cercanías,288287
29/04/2025,Metro de Madrid,1560733
29/04/2025,EMT,1467848
29/04/2025,Conc. por carretera,823015
29/04/2025,Renfe Cercanías,214839
30/04/2025,Metro de Madrid,2433393
30/04/2025,EMT,1742364
30/04/2025,Conc. por carretera,1104009
30/04/2025,Renfe Cercanías,565583
01/05/2025,Metro de Madrid,1287422
01/05/2025,EMT,751708
01/05/2025,Conc. por carretera,402034
01/05/2025,Renfe Cercanías,303289
02/05/2025,Metro de Madrid,1262384
02/05/2025,EMT,719849
02/05/2025,Conc. por carretera,403228
02/05/2025,Renfe Cercanías,293013
03/05/2025,Metro de Madrid,1496020
03/05/2025,EMT,973070
03/05/2025,Conc. por carretera,504191
03/05/2025,Renfe Cercanías,367110
04/05/2025,Metro de Madrid,1180783
04/05/2025,EMT,692762
04/05/2025,Conc. por carretera,343198
04/05/2025,Renfe Cercanías,290696
05/05/2025,Metro de Madrid,2297919
05/05/2025,EMT,1686056
05/05/2025,Conc. por carretera,1028287
05/05/2025,Renfe Cercanías,641628
06/05/2025,Metro de Madrid,2459765
06/05/2025,EMT,1799072
06/05/2025,Conc. por carretera,1100665
06/05/2025,Renfe Cercanías,697823
07/05/2025,Metro de Madrid,2479451
07/05/2025,EMT,1789451
07/05/2025,Conc. por carretera,1102834
07/05/2025,Renfe Cercanías,700821
08/05/2025,Metro de Madrid,2475159
08/05/2025,EMT,1747997
08/05/2025,Conc. por carretera,1084908
08/05/2025,Renfe Cercanías,674479
09/05/2025,Metro de Madrid,2549969
09/05/2025,EMT,1781185
09/05/2025,Conc. por carretera,1111199
09/05/2025,Renfe Cercanías,686963
10/05/2025,Metro de Madrid,1773210
10/05/2025,EMT,1019099
10/05/2025,Conc. por carretera,532453
10/05/2025,Renfe Cercanías,423892
11/05/2025,Metro de Madrid,1403722
11/05/2025,EMT,754692
11/05/2025,Conc. por carretera,389619
11/05/2025,Renfe Cercanías,361581
12/05/2025,Metro de Madrid,2342225
12/05/2025,EMT,1733910
12/05/2025,Conc. por carretera,1063331
12/05/2025,Renfe Cercanías,667116
13/05/2025,Metro de Madrid,2452880
13/05/2025,EMT,1797344
13/05/2025,Conc. por carretera,1088135
13/05/2025,Renfe Cercanías,693566
14/05/2025,Metro de Madrid,2564004
14/05/2025,EMT,1813916
14/05/2025,Conc. por carretera,1091810
14/05/2025,Renfe Cercanías,684164
15/05/2025,Metro de Madrid,1542083
15/05/2025,EMT,848456
15/05/2025,Conc. por carretera,703363
15/05/2025,Renfe Cercanías,417492
16/05/2025,Metro de Madrid,2242988
16/05/2025,EMT,1617513
16/05/2025,Conc. por carretera,1006061
16/05/2025,Renfe Cercanías,614312
17/05/2025,Metro de Madrid,1563055
17/05/2025,EMT,982855
17/05/2025,Conc. por carretera,530264
17/05/2025,Renfe Cercanías,413064
18/05/2025,Metro de Madrid,1275572
18/05/2025,EMT,738065
18/05/2025,Conc. por carretera,377479
18/05/2025,Renfe Cercanías,337777
19/05/2025,Metro de Madrid,2284590
19/05/2025,EMT,1699572
19/05/2025,Conc. por carretera,1037727
19/05/2025,Renfe Cercanías,650762
20/05/2025,Metro de Madrid,2395962
20/05/2025,EMT,1759025
20/05/2025,Conc. por carretera,1065304
20/05/2025,Renfe Cercanías,685173
21/05/2025,Metro de Madrid,2437764
21/05/2025,EMT,1771896
21/05/2025,Conc. por carretera,1065345
21/05/2025,Renfe Cercanías,702680
22/05/2025,Metro de Madrid,2438503
22/05/2025,EMT,1752028
22/05/2025,Conc. por carretera,1059747
22/05/2025,Renfe Cercanías,691129
23/05/2025,Metro de Madrid,2478781
23/05/2025,EMT,1732373
23/05/2025,Conc. por carretera,1080237
23/05/2025,Renfe Cercanías,690547
24/05/2025,Metro de Madrid,1692263
24/05/2025,EMT,1011095
24/05/2025,Conc. por carretera,537285
24/05/2025,Renfe Cercanías,439704
25/05/2025,Metro de Madrid,1279929
25/05/2025,EMT,738775
25/05/2025,Conc. por carretera,380858
25/05/2025,Renfe Cercanías,351369
26/05/2025,Metro de Madrid,2285225
26/05/2025,EMT,1712895
26/05/2025,Conc. por carretera,1028502
26/05/2025,Renfe Cercanías,659677
27/05/2025,Metro de Madrid,2394949
27/05/2025,EMT,1763626
27/05/2025,Conc. por carretera,1049177
27/05/2025,Renfe Cercanías,685802
28/05/2025,Metro de Madrid,2449784
28/05/2025,EMT,1771730
28/05/2025,Conc. por carretera,1063656
28/05/2025,Renfe Cercanías,694942
29/05/2025,Metro de Madrid,2437345
29/05/2025,EMT,1772031
29/05/2025,Conc. por carretera,1043685
29/05/2025,Renfe Cercanías,677058
30/05/2025,Metro de Madrid,2500323
30/05/2025,EMT,1770649
30/05/2025,Conc. por carretera,1062841
30/05/2025,Renfe Cercanías,677191
31/05/2025,Metro de Madrid,1777303
31/05/2025,EMT,1198387
31/05/2025,Conc. por carretera,546128
31/05/2025,Renfe Cercanías,440760
01/06/2025,Metro de Madrid,1352198
01/06/2025,EMT,879220
01/06/2025,Conc. por carretera,377228
01/06/2025,Renfe Cercanías,351800
02/06/2025,Metro de Madrid,2285864
02/06/2025,EMT,1920241
02/06/2025,Conc. por carretera,1005165
02/06/2025,Renfe Cercanías,657978
03/06/2025,Metro de Madrid,2391873
03/06/2025,EMT,1946219
03/06/2025,Conc. por carretera,1033760
03/06/2025,Renfe Cercanías,718599
04/06/2025,Metro de Madrid,2420497
04/06/2025,EMT,1951608
04/06/2025,Conc. por carretera,1039912
04/06/2025,Renfe Cercanías,754658
05/06/2025,Metro de Madrid,2412598
05/06/2025,EMT,1944765
05/06/2025,Conc. por carretera,1036171
05/06/2025,Renfe Cercanías,790355
06/06/2025,Metro de Madrid,2449448
06/06/2025,EMT,1944445
06/06/2025,Conc. por carretera,1047772
06/06/2025,Renfe Cercanías,848089
07/06/2025,Metro de Madrid,1814569
07/06/2025,EMT,1217044
07/06/2025,Conc. por carretera,557495
07/06/2025,Renfe Cercanías,567260
08/06/2025,Metro de Madrid,1387876
08/06/2025,EMT,882544
08/06/2025,Conc. por carretera,391336
08/06/2025,Renfe Cercanías,431296
09/06/2025,Metro de Madrid,2255864
09/06/2025,EMT,1888993
09/06/2025,Conc. por carretera,992497
09/06/2025,Renfe Cercanías,800635
10/06/2025,Metro de Madrid,2367654
10/06/2025,EMT,1915914
10/06/2025,Conc. por carretera,1029838
10/06/2025,Renfe Cercanías,834601
11/06/2025,Metro de Madrid,2356950
11/06/2025,EMT,1872158
11/06/2025,Conc. por carretera,998545
11/06/2025,Renfe Cercanías,832105
12/06/2025,Metro de Madrid,2389946
12/06/2025,EMT,1931772
12/06/2025,Conc. por carretera,1024677
12/06/2025,Renfe Cercanías,835465
13/06/2025,Metro de Madrid,2404018
13/06/2025,EMT,1904123
13/06/2025,Conc. por carretera,1022694
13/06/2025,Renfe Cercanías,821269
14/06/2025,Metro de Madrid,1658725
14/06/2025,EMT,1142914
14/06/2025,Conc. por carretera,535918
14/06/2025,Renfe Cercanías,521289
15/06/2025,Metro de Madrid,1265519
15/06/2025,EMT,851215
15/06/2025,Conc. por carretera,383717
15/06/2025,Renfe Cercanías,413803
16/06/2025,Metro de Madrid,2233330
16/06/2025,EMT,1847222
16/06/2025,Conc. por carretera,992719
16/06/2025,Renfe Cercanías,804935
17/06/2025,Metro de Madrid,2304665
17/06/2025,EMT,1866606
17/06/2025,Conc. por carretera,1006436
17/06/2025,Renfe Cercanías,825554
18/06/2025,Metro de Madrid,2367716
18/06/2025,EMT,1917636
18/06/2025,Conc. por carretera,1021446
18/06/2025,Renfe Cercanías,835686
19/06/2025,Metro de Madrid,2331111
19/06/2025,EMT,1879093
19/06/2025,Conc. por carretera,1000152
19/06/2025,Renfe Cercanías,822776
20/06/2025,Metro de Madrid,2353816
20/06/2025,EMT,1858048
20/06/2025,Conc. por carretera,1002418
20/06/2025,Renfe Cercanías,805181
21/06/2025,Metro de Madrid,1593627
21/06/2025,EMT,1092550
21/06/2025,Conc. por carretera,519596
21/06/2025,Renfe Cercanías,493677
22/06/2025,Metro de Madrid,1228993
22/06/2025,EMT,821914
22/06/2025,Conc. por carretera,385534
22/06/2025,Renfe Cercanías,394908
23/06/2025,Metro de Madrid,2122045
23/06/2025,EMT,1700539
23/06/2025,Conc. por carretera,912154
23/06/2025,Renfe Cercanías,773227
24/06/2025,Metro de Madrid,2187071
24/06/2025,EMT,1723242
24/06/2025,Conc. por carretera,921271
24/06/2025,Renfe Cercanías,792393
25/06/2025,Metro de Madrid,2264143
25/06/2025,EMT,1778686
25/06/2025,Conc. por carretera,960588
25/06/2025,Renfe Cercanías,819549
26/06/2025,Metro de Madrid,2258140
26/06/2025,EMT,1764194
26/06/2025,Conc. por carretera,940310
26/06/2025,Renfe Cercanías,809089
27/06/2025,Metro de Madrid,2195561
27/06/2025,EMT,1674888
27/06/2025,Conc. por carretera,920190
27/06/2025,Renfe Cercanías,777120
28/06/2025,Metro de Madrid,1541864
28/06/2025,EMT,1052627
28/06/2025,Conc. por carretera,501264
28/06/2025,Renfe Cercanías,475141
29/06/2025,Metro de Madrid,1194217
29/06/2025,EMT,790514
29/06/2025,Conc. por carretera,366299
29/06/2025,Renfe Cercanías,372839
